Entity,Code,Date,Total confirmed cases of COVID-19 (cases),Days since the total confirmed cases of COVID-19 reached 100
Ethiopia,ETH,"Mar 27, 2020",12,
Faeroe Islands,FRO,"Mar 20, 2020",72,
Faeroe Islands,FRO,"Mar 21, 2020",80,
Faeroe Islands,FRO,"Mar 22, 2020",92,
Faeroe Islands,FRO,"Mar 23, 2020",115,0
Faeroe Islands,FRO,"Mar 24, 2020",118,1
Faeroe Islands,FRO,"Mar 25, 2020",122,2
Faeroe Islands,FRO,"Mar 26, 2020",132,3
Faeroe Islands,FRO,"Mar 27, 2020",140,4
Fiji,FJI,"Mar 20, 2020",1,
Fiji,FJI,"Mar 21, 2020",1,
Fiji,FJI,"Mar 22, 2020",2,
Fiji,FJI,"Mar 23, 2020",3,
Fiji,FJI,"Mar 24, 2020",4,
Fiji,FJI,"Mar 25, 2020",5,
Fiji,FJI,"Mar 26, 2020",5,
Fiji,FJI,"Mar 27, 2020",5,
Finland,FIN,"Dec 31, 2019",0,
Finland,FIN,"Jan 1, 2020",0,
Finland,FIN,"Jan 2, 2020",0,
Finland,FIN,"Jan 3, 2020",0,
Finland,FIN,"Jan 4, 2020",0,
Finland,FIN,"Jan 5, 2020",0,
Finland,FIN,"Jan 6, 2020",0,
Finland,FIN,"Jan 7, 2020",0,
Finland,FIN,"Jan 8, 2020",0,
Finland,FIN,"Jan 9, 2020",0,
Finland,FIN,"Jan 10, 2020",0,
Finland,FIN,"Jan 11, 2020",0,
Finland,FIN,"Jan 12, 2020",0,
Finland,FIN,"Jan 13, 2020",0,
Finland,FIN,"Jan 14, 2020",0,
Finland,FIN,"Jan 15, 2020",0,
Finland,FIN,"Jan 16, 2020",0,
Finland,FIN,"Jan 17, 2020",0,
Finland,FIN,"Jan 18, 2020",0,
Finland,FIN,"Jan 19, 2020",0,
Finland,FIN,"Jan 20, 2020",0,
Finland,FIN,"Jan 21, 2020",0,
Finland,FIN,"Jan 22, 2020",0,
Finland,FIN,"Jan 23, 2020",0,
Finland,FIN,"Jan 24, 2020",0,
Finland,FIN,"Jan 25, 2020",0,
Finland,FIN,"Jan 26, 2020",0,
Finland,FIN,"Jan 27, 2020",0,
Finland,FIN,"Jan 28, 2020",0,
Finland,FIN,"Jan 29, 2020",0,
Finland,FIN,"Jan 30, 2020",1,
Finland,FIN,"Jan 31, 2020",1,
Finland,FIN,"Feb 1, 2020",1,
Finland,FIN,"Feb 2, 2020",1,
Finland,FIN,"Feb 3, 2020",1,
Finland,FIN,"Feb 4, 2020",1,
Finland,FIN,"Feb 5, 2020",1,
Finland,FIN,"Feb 6, 2020",1,
Finland,FIN,"Feb 7, 2020",1,
Finland,FIN,"Feb 8, 2020",1,
Finland,FIN,"Feb 9, 2020",1,
Finland,FIN,"Feb 10, 2020",1,
Finland,FIN,"Feb 11, 2020",1,
Finland,FIN,"Feb 12, 2020",1,
Finland,FIN,"Feb 13, 2020",1,
Finland,FIN,"Feb 14, 2020",1,
Finland,FIN,"Feb 15, 2020",1,
Finland,FIN,"Feb 16, 2020",1,
Finland,FIN,"Feb 17, 2020",1,
Finland,FIN,"Feb 18, 2020",1,
Finland,FIN,"Feb 19, 2020",1,
Finland,FIN,"Feb 20, 2020",1,
Finland,FIN,"Feb 21, 2020",1,
Finland,FIN,"Feb 22, 2020",1,
Finland,FIN,"Feb 23, 2020",1,
Finland,FIN,"Feb 24, 2020",1,
Finland,FIN,"Feb 25, 2020",1,
Finland,FIN,"Feb 26, 2020",1,
Finland,FIN,"Feb 27, 2020",2,
Finland,FIN,"Feb 28, 2020",2,
Finland,FIN,"Feb 29, 2020",3,
Finland,FIN,"Mar 1, 2020",3,
Finland,FIN,"Mar 2, 2020",6,
Finland,FIN,"Mar 4, 2020",7,
Finland,FIN,"Mar 6, 2020",12,
Finland,FIN,"Mar 7, 2020",19,
Finland,FIN,"Mar 9, 2020",30,
Finland,FIN,"Mar 10, 2020",40,
Finland,FIN,"Mar 12, 2020",59,
Finland,FIN,"Mar 13, 2020",155,0
Finland,FIN,"Mar 14, 2020",,1
Finland,FIN,"Mar 15, 2020",210,2
Finland,FIN,"Mar 16, 2020",267,3
Finland,FIN,"Mar 17, 2020",272,4
Finland,FIN,"Mar 18, 2020",319,5
Finland,FIN,"Mar 19, 2020",369,6
Finland,FIN,"Mar 20, 2020",400,7
Finland,FIN,"Mar 21, 2020",450,8
Finland,FIN,"Mar 22, 2020",521,9
Finland,FIN,"Mar 23, 2020",626,10
Finland,FIN,"Mar 24, 2020",700,11
Finland,FIN,"Mar 25, 2020",792,12
Finland,FIN,"Mar 26, 2020",880,13
Finland,FIN,"Mar 27, 2020",958,14
France,FRA,"Dec 31, 2019",0,
France,FRA,"Jan 1, 2020",0,
France,FRA,"Jan 2, 2020",0,
France,FRA,"Jan 3, 2020",0,
France,FRA,"Jan 4, 2020",0,
France,FRA,"Jan 5, 2020",0,
France,FRA,"Jan 6, 2020",0,
France,FRA,"Jan 7, 2020",0,
France,FRA,"Jan 8, 2020",0,
France,FRA,"Jan 9, 2020",0,
France,FRA,"Jan 10, 2020",0,
France,FRA,"Jan 11, 2020",0,
France,FRA,"Jan 12, 2020",0,
France,FRA,"Jan 13, 2020",0,
France,FRA,"Jan 14, 2020",0,
France,FRA,"Jan 15, 2020",0,
France,FRA,"Jan 16, 2020",0,
France,FRA,"Jan 17, 2020",0,
France,FRA,"Jan 18, 2020",0,
France,FRA,"Jan 19, 2020",0,
France,FRA,"Jan 20, 2020",0,
France,FRA,"Jan 21, 2020",0,
France,FRA,"Jan 22, 2020",0,
France,FRA,"Jan 23, 2020",0,
France,FRA,"Jan 24, 2020",0,
France,FRA,"Jan 25, 2020",3,
France,FRA,"Jan 26, 2020",3,
France,FRA,"Jan 27, 2020",3,
France,FRA,"Jan 28, 2020",3,
France,FRA,"Jan 29, 2020",4,
France,FRA,"Jan 30, 2020",5,
France,FRA,"Jan 31, 2020",6,
France,FRA,"Feb 1, 2020",6,
France,FRA,"Feb 2, 2020",6,
France,FRA,"Feb 3, 2020",6,
France,FRA,"Feb 4, 2020",6,
France,FRA,"Feb 5, 2020",6,
France,FRA,"Feb 6, 2020",6,
France,FRA,"Feb 7, 2020",6,
France,FRA,"Feb 8, 2020",11,
France,FRA,"Feb 9, 2020",11,
France,FRA,"Feb 10, 2020",11,
France,FRA,"Feb 11, 2020",11,
France,FRA,"Feb 12, 2020",11,
France,FRA,"Feb 13, 2020",11,
France,FRA,"Feb 14, 2020",11,
France,FRA,"Feb 15, 2020",11,
France,FRA,"Feb 16, 2020",11,
France,FRA,"Feb 17, 2020",12,
France,FRA,"Feb 18, 2020",12,
France,FRA,"Feb 19, 2020",12,
France,FRA,"Feb 20, 2020",12,
France,FRA,"Feb 21, 2020",12,
France,FRA,"Feb 22, 2020",12,
France,FRA,"Feb 23, 2020",12,
France,FRA,"Feb 24, 2020",12,
France,FRA,"Feb 25, 2020",12,
France,FRA,"Feb 26, 2020",14,
France,FRA,"Feb 27, 2020",17,
France,FRA,"Feb 28, 2020",38,
France,FRA,"Feb 29, 2020",57,
France,FRA,"Mar 1, 2020",100,0
France,FRA,"Mar 2, 2020",130,1
France,FRA,"Mar 3, 2020",178,2
France,FRA,"Mar 4, 2020",212,3
France,FRA,"Mar 5, 2020",285,4
France,FRA,"Mar 6, 2020",423,5
France,FRA,"Mar 7, 2020",613,6
France,FRA,"Mar 8, 2020",716,7
France,FRA,"Mar 9, 2020",1126,8
France,FRA,"Mar 10, 2020",1412,9
France,FRA,"Mar 11, 2020",1784,10
France,FRA,"Mar 12, 2020",2281,11
France,FRA,"Mar 13, 2020",2876,12
France,FRA,"Mar 14, 2020",3661,13
France,FRA,"Mar 15, 2020",4499,14
France,FRA,"Mar 16, 2020",5423,15
France,FRA,"Mar 17, 2020",6633,16
France,FRA,"Mar 18, 2020",7730,17
France,FRA,"Mar 19, 2020",9134,18
France,FRA,"Mar 20, 2020",10995,19
France,FRA,"Mar 21, 2020",12612,20
France,FRA,"Mar 22, 2020",14459,21
France,FRA,"Mar 23, 2020",16018,22
France,FRA,"Mar 24, 2020",19856,23
France,FRA,"Mar 25, 2020",22302,24
France,FRA,"Mar 26, 2020",25233,25
France,FRA,"Mar 27, 2020",29155,26
French Polynesia,PYF,"Mar 19, 2020",3,
French Polynesia,PYF,"Mar 20, 2020",3,
French Polynesia,PYF,"Mar 21, 2020",15,
French Polynesia,PYF,"Mar 22, 2020",17,
French Polynesia,PYF,"Mar 23, 2020",18,
French Polynesia,PYF,"Mar 24, 2020",23,
French Polynesia,PYF,"Mar 25, 2020",25,
French Polynesia,PYF,"Mar 26, 2020",25,
French Polynesia,PYF,"Mar 27, 2020",30,
Gabon,GAB,"Mar 13, 2020",1,
Gabon,GAB,"Mar 15, 2020",1,
Gabon,GAB,"Mar 16, 2020",1,
Gabon,GAB,"Mar 17, 2020",1,
Gabon,GAB,"Mar 18, 2020",1,
Gabon,GAB,"Mar 19, 2020",3,
Gabon,GAB,"Mar 20, 2020",3,
Gabon,GAB,"Mar 21, 2020",3,
Gabon,GAB,"Mar 22, 2020",3,
Gabon,GAB,"Mar 23, 2020",6,
Gabon,GAB,"Mar 24, 2020",6,
Gabon,GAB,"Mar 25, 2020",6,
Gabon,GAB,"Mar 26, 2020",6,
Gabon,GAB,"Mar 27, 2020",7,
Gambia,GMB,"Mar 18, 2020",1,
Gambia,GMB,"Mar 19, 2020",1,
Gambia,GMB,"Mar 20, 2020",1,
Gambia,GMB,"Mar 21, 2020",1,
Gambia,GMB,"Mar 22, 2020",1,
Gambia,GMB,"Mar 23, 2020",1,
Gambia,GMB,"Mar 24, 2020",2,
Gambia,GMB,"Mar 25, 2020",3,
Gambia,GMB,"Mar 26, 2020",3,
Gambia,GMB,"Mar 27, 2020",3,
Georgia,GEO,"Dec 31, 2019",0,
Georgia,GEO,"Jan 1, 2020",0,
Georgia,GEO,"Jan 2, 2020",0,
Georgia,GEO,"Jan 3, 2020",0,
Georgia,GEO,"Jan 4, 2020",0,
Georgia,GEO,"Jan 5, 2020",0,
Georgia,GEO,"Jan 6, 2020",0,
Georgia,GEO,"Jan 7, 2020",0,
Georgia,GEO,"Jan 8, 2020",0,
Georgia,GEO,"Jan 9, 2020",0,
Georgia,GEO,"Jan 10, 2020",0,
Georgia,GEO,"Jan 11, 2020",0,
Georgia,GEO,"Jan 12, 2020",0,
Georgia,GEO,"Jan 13, 2020",0,
Georgia,GEO,"Jan 14, 2020",0,
Georgia,GEO,"Jan 15, 2020",0,
Georgia,GEO,"Jan 16, 2020",0,
Georgia,GEO,"Jan 17, 2020",0,
Georgia,GEO,"Jan 18, 2020",0,
Georgia,GEO,"Jan 19, 2020",0,
Georgia,GEO,"Jan 20, 2020",0,
Georgia,GEO,"Jan 21, 2020",0,
Georgia,GEO,"Jan 22, 2020",0,
Georgia,GEO,"Jan 23, 2020",0,
Georgia,GEO,"Jan 24, 2020",0,
Georgia,GEO,"Jan 25, 2020",0,
Georgia,GEO,"Jan 26, 2020",0,
Georgia,GEO,"Jan 27, 2020",0,
Georgia,GEO,"Jan 28, 2020",0,
Georgia,GEO,"Jan 29, 2020",0,
Georgia,GEO,"Jan 30, 2020",0,
Georgia,GEO,"Jan 31, 2020",0,
Georgia,GEO,"Feb 1, 2020",0,
Georgia,GEO,"Feb 2, 2020",0,
Georgia,GEO,"Feb 3, 2020",0,
Georgia,GEO,"Feb 4, 2020",0,
Georgia,GEO,"Feb 5, 2020",0,
Georgia,GEO,"Feb 6, 2020",0,
Georgia,GEO,"Feb 7, 2020",0,
Georgia,GEO,"Feb 8, 2020",0,
Georgia,GEO,"Feb 9, 2020",0,
Georgia,GEO,"Feb 10, 2020",0,
Georgia,GEO,"Feb 11, 2020",0,
Georgia,GEO,"Feb 12, 2020",0,
Georgia,GEO,"Feb 13, 2020",0,
Georgia,GEO,"Feb 14, 2020",0,
Georgia,GEO,"Feb 15, 2020",0,
Georgia,GEO,"Feb 16, 2020",0,
Georgia,GEO,"Feb 17, 2020",0,
Georgia,GEO,"Feb 18, 2020",0,
Georgia,GEO,"Feb 19, 2020",0,
Georgia,GEO,"Feb 20, 2020",0,
Georgia,GEO,"Feb 21, 2020",0,
Georgia,GEO,"Feb 22, 2020",0,
Georgia,GEO,"Feb 23, 2020",0,
Georgia,GEO,"Feb 24, 2020",0,
Georgia,GEO,"Feb 25, 2020",0,
Georgia,GEO,"Feb 26, 2020",0,
Georgia,GEO,"Feb 27, 2020",1,
Georgia,GEO,"Feb 28, 2020",1,
Georgia,GEO,"Feb 29, 2020",2,
Georgia,GEO,"Mar 1, 2020",3,
Georgia,GEO,"Mar 2, 2020",3,
Georgia,GEO,"Mar 5, 2020",3,
Georgia,GEO,"Mar 6, 2020",9,
Georgia,GEO,"Mar 8, 2020",12,
Georgia,GEO,"Mar 9, 2020",13,
Georgia,GEO,"Mar 10, 2020",15,
Georgia,GEO,"Mar 11, 2020",23,
Georgia,GEO,"Mar 12, 2020",24,
Georgia,GEO,"Mar 13, 2020",25,
Georgia,GEO,"Mar 14, 2020",30,
Georgia,GEO,"Mar 15, 2020",30,
Georgia,GEO,"Mar 16, 2020",30,
Georgia,GEO,"Mar 17, 2020",33,
Georgia,GEO,"Mar 18, 2020",34,
Georgia,GEO,"Mar 19, 2020",34,
Georgia,GEO,"Mar 20, 2020",40,
Georgia,GEO,"Mar 21, 2020",43,
Georgia,GEO,"Mar 22, 2020",49,
Georgia,GEO,"Mar 23, 2020",54,
Georgia,GEO,"Mar 24, 2020",61,
Georgia,GEO,"Mar 25, 2020",70,
Georgia,GEO,"Mar 26, 2020",73,
Georgia,GEO,"Mar 27, 2020",79,
Germany,DEU,"Dec 31, 2019",0,
Germany,DEU,"Jan 1, 2020",0,
Germany,DEU,"Jan 2, 2020",0,
Germany,DEU,"Jan 3, 2020",0,
Germany,DEU,"Jan 4, 2020",0,
Germany,DEU,"Jan 5, 2020",0,
Germany,DEU,"Jan 6, 2020",0,
Germany,DEU,"Jan 7, 2020",0,
Germany,DEU,"Jan 8, 2020",0,
Germany,DEU,"Jan 9, 2020",0,
Germany,DEU,"Jan 10, 2020",0,
Germany,DEU,"Jan 11, 2020",0,
Germany,DEU,"Jan 12, 2020",0,
Germany,DEU,"Jan 13, 2020",0,
Germany,DEU,"Jan 14, 2020",0,
Germany,DEU,"Jan 15, 2020",0,
Germany,DEU,"Jan 16, 2020",0,
Germany,DEU,"Jan 17, 2020",0,
Germany,DEU,"Jan 18, 2020",0,
Germany,DEU,"Jan 19, 2020",0,
Germany,DEU,"Jan 20, 2020",0,
Germany,DEU,"Jan 21, 2020",0,
Germany,DEU,"Jan 22, 2020",0,
Germany,DEU,"Jan 23, 2020",0,
Germany,DEU,"Jan 24, 2020",0,
Germany,DEU,"Jan 25, 2020",0,
Germany,DEU,"Jan 26, 2020",0,
Germany,DEU,"Jan 27, 2020",0,
Germany,DEU,"Jan 28, 2020",1,
Germany,DEU,"Jan 29, 2020",4,
Germany,DEU,"Jan 30, 2020",4,
Germany,DEU,"Jan 31, 2020",5,
Germany,DEU,"Feb 1, 2020",7,
Germany,DEU,"Feb 2, 2020",8,
Germany,DEU,"Feb 3, 2020",9,
Germany,DEU,"Feb 4, 2020",11,
Germany,DEU,"Feb 5, 2020",11,
Germany,DEU,"Feb 6, 2020",11,
Germany,DEU,"Feb 7, 2020",12,
Germany,DEU,"Feb 8, 2020",13,
Germany,DEU,"Feb 9, 2020",13,
Germany,DEU,"Feb 10, 2020",13,
Germany,DEU,"Feb 11, 2020",13,
Germany,DEU,"Feb 12, 2020",15,
Germany,DEU,"Feb 13, 2020",15,
Germany,DEU,"Feb 14, 2020",15,
Germany,DEU,"Feb 15, 2020",15,
Germany,DEU,"Feb 16, 2020",15,
Germany,DEU,"Feb 17, 2020",15,
Germany,DEU,"Feb 18, 2020",15,
Germany,DEU,"Feb 19, 2020",15,
Germany,DEU,"Feb 20, 2020",15,
Germany,DEU,"Feb 21, 2020",15,
Germany,DEU,"Feb 22, 2020",15,
Germany,DEU,"Feb 23, 2020",15,
Germany,DEU,"Feb 24, 2020",15,
Germany,DEU,"Feb 25, 2020",15,
Germany,DEU,"Feb 26, 2020",17,
Germany,DEU,"Feb 27, 2020",21,
Germany,DEU,"Feb 28, 2020",47,
Germany,DEU,"Feb 29, 2020",57,
Germany,DEU,"Mar 1, 2020",111,0
Germany,DEU,"Mar 2, 2020",129,1
Germany,DEU,"Mar 3, 2020",157,2
Germany,DEU,"Mar 4, 2020",196,3
Germany,DEU,"Mar 5, 2020",262,4
Germany,DEU,"Mar 6, 2020",400,5
Germany,DEU,"Mar 7, 2020",684,6
Germany,DEU,"Mar 8, 2020",847,7
Germany,DEU,"Mar 9, 2020",902,8
Germany,DEU,"Mar 10, 2020",1139,9
Germany,DEU,"Mar 11, 2020",1296,10
Germany,DEU,"Mar 12, 2020",1567,11
Germany,DEU,"Mar 13, 2020",2369,12
Germany,DEU,"Mar 14, 2020",3062,13
Germany,DEU,"Mar 15, 2020",3795,14
Germany,DEU,"Mar 16, 2020",4838,15
Germany,DEU,"Mar 17, 2020",6012,16
Germany,DEU,"Mar 18, 2020",7156,17
Germany,DEU,"Mar 19, 2020",8198,18
Germany,DEU,"Mar 20, 2020",14138,19
Germany,DEU,"Mar 21, 2020",18187,20
Germany,DEU,"Mar 22, 2020",21463,21
Germany,DEU,"Mar 23, 2020",24774,22
Germany,DEU,"Mar 24, 2020",29212,23
Germany,DEU,"Mar 25, 2020",31554,24
Germany,DEU,"Mar 26, 2020",36508,25
Germany,DEU,"Mar 27, 2020",42288,26
Ghana,GHA,"Mar 13, 2020",2,
Ghana,GHA,"Mar 15, 2020",2,
Ghana,GHA,"Mar 16, 2020",2,
Ghana,GHA,"Mar 17, 2020",6,
Ghana,GHA,"Mar 18, 2020",6,
Ghana,GHA,"Mar 19, 2020",7,
Ghana,GHA,"Mar 20, 2020",11,
Ghana,GHA,"Mar 21, 2020",16,
Ghana,GHA,"Mar 22, 2020",21,
Ghana,GHA,"Mar 23, 2020",24,
Ghana,GHA,"Mar 24, 2020",27,
Ghana,GHA,"Mar 25, 2020",53,
Ghana,GHA,"Mar 26, 2020",68,
Ghana,GHA,"Mar 27, 2020",132,0
Gibraltar,GIB,"Mar 20, 2020",10,
Gibraltar,GIB,"Mar 21, 2020",10,
Gibraltar,GIB,"Mar 22, 2020",10,
Gibraltar,GIB,"Mar 23, 2020",15,
Gibraltar,GIB,"Mar 24, 2020",15,
Gibraltar,GIB,"Mar 25, 2020",15,
Gibraltar,GIB,"Mar 26, 2020",26,
Gibraltar,GIB,"Mar 27, 2020",35,
Greece,GRC,"Dec 31, 2019",0,
Greece,GRC,"Jan 1, 2020",0,
Greece,GRC,"Jan 2, 2020",0,
Greece,GRC,"Jan 3, 2020",0,
Greece,GRC,"Jan 4, 2020",0,
Greece,GRC,"Jan 5, 2020",0,
Greece,GRC,"Jan 6, 2020",0,
Greece,GRC,"Jan 7, 2020",0,
Greece,GRC,"Jan 8, 2020",0,
Greece,GRC,"Jan 9, 2020",0,
Greece,GRC,"Jan 10, 2020",0,
Greece,GRC,"Jan 11, 2020",0,
Greece,GRC,"Jan 12, 2020",0,
Greece,GRC,"Jan 13, 2020",0,
Greece,GRC,"Jan 14, 2020",0,
Greece,GRC,"Jan 15, 2020",0,
Greece,GRC,"Jan 16, 2020",0,
Greece,GRC,"Jan 17, 2020",0,
Greece,GRC,"Jan 18, 2020",0,
Greece,GRC,"Jan 19, 2020",0,
Greece,GRC,"Jan 20, 2020",0,
Greece,GRC,"Jan 21, 2020",0,
Greece,GRC,"Jan 22, 2020",0,
Greece,GRC,"Jan 23, 2020",0,
Greece,GRC,"Jan 24, 2020",0,
Greece,GRC,"Jan 25, 2020",0,
Greece,GRC,"Jan 26, 2020",0,
Greece,GRC,"Jan 27, 2020",0,
Greece,GRC,"Jan 28, 2020",0,
Greece,GRC,"Jan 29, 2020",0,
Greece,GRC,"Jan 30, 2020",0,
Greece,GRC,"Jan 31, 2020",0,
Greece,GRC,"Feb 1, 2020",0,
Greece,GRC,"Feb 2, 2020",0,
Greece,GRC,"Feb 3, 2020",0,
Greece,GRC,"Feb 4, 2020",0,
Greece,GRC,"Feb 5, 2020",0,
Greece,GRC,"Feb 6, 2020",0,
Greece,GRC,"Feb 7, 2020",0,
Greece,GRC,"Feb 8, 2020",0,
Greece,GRC,"Feb 9, 2020",0,
Greece,GRC,"Feb 10, 2020",0,
Greece,GRC,"Feb 11, 2020",0,
Greece,GRC,"Feb 12, 2020",0,
Greece,GRC,"Feb 13, 2020",0,
Greece,GRC,"Feb 14, 2020",0,
Greece,GRC,"Feb 15, 2020",0,
Greece,GRC,"Feb 16, 2020",0,
Greece,GRC,"Feb 17, 2020",0,
Greece,GRC,"Feb 18, 2020",0,
Greece,GRC,"Feb 19, 2020",0,
Greece,GRC,"Feb 20, 2020",0,
Greece,GRC,"Feb 21, 2020",0,
Greece,GRC,"Feb 22, 2020",0,
Greece,GRC,"Feb 23, 2020",0,
Greece,GRC,"Feb 24, 2020",0,
Greece,GRC,"Feb 25, 2020",0,
Greece,GRC,"Feb 26, 2020",0,
Greece,GRC,"Feb 27, 2020",1,
Greece,GRC,"Feb 28, 2020",3,
Greece,GRC,"Feb 29, 2020",4,
Greece,GRC,"Mar 1, 2020",7,
Greece,GRC,"Mar 2, 2020",7,
Greece,GRC,"Mar 5, 2020",10,
Greece,GRC,"Mar 6, 2020",32,
Greece,GRC,"Mar 7, 2020",45,
Greece,GRC,"Mar 8, 2020",66,
Greece,GRC,"Mar 9, 2020",73,
Greece,GRC,"Mar 10, 2020",84,
Greece,GRC,"Mar 11, 2020",90,
Greece,GRC,"Mar 12, 2020",99,
Greece,GRC,"Mar 13, 2020",133,0
Greece,GRC,"Mar 14, 2020",190,1
Greece,GRC,"Mar 15, 2020",228,2
Greece,GRC,"Mar 16, 2020",331,3
Greece,GRC,"Mar 17, 2020",352,4
Greece,GRC,"Mar 18, 2020",387,5
Greece,GRC,"Mar 19, 2020",418,6
Greece,GRC,"Mar 20, 2020",464,7
Greece,GRC,"Mar 21, 2020",495,8
Greece,GRC,"Mar 22, 2020",530,9
Greece,GRC,"Mar 23, 2020",624,10
Greece,GRC,"Mar 24, 2020",695,11
Greece,GRC,"Mar 25, 2020",743,12
Greece,GRC,"Mar 26, 2020",821,13
Greece,GRC,"Mar 27, 2020",892,14
Greenland,GRL,"Mar 20, 2020",2,
Greenland,GRL,"Mar 21, 2020",2,
Greenland,GRL,"Mar 22, 2020",2,
Greenland,GRL,"Mar 23, 2020",2,
Greenland,GRL,"Mar 24, 2020",4,
Greenland,GRL,"Mar 25, 2020",4,
Greenland,GRL,"Mar 26, 2020",5,
Greenland,GRL,"Mar 27, 2020",6,
Grenada,GRD,"Mar 23, 2020",1,
Grenada,GRD,"Mar 24, 2020",1,
Grenada,GRD,"Mar 25, 2020",1,
Grenada,GRD,"Mar 26, 2020",1,
Grenada,GRD,"Mar 27, 2020",7,
Guam,GUM,"Mar 19, 2020",3,
Guam,GUM,"Mar 20, 2020",12,
Guam,GUM,"Mar 21, 2020",14,
Guam,GUM,"Mar 22, 2020",15,
Guam,GUM,"Mar 23, 2020",27,
Guam,GUM,"Mar 24, 2020",29,
Guam,GUM,"Mar 25, 2020",32,
Guam,GUM,"Mar 26, 2020",37,
Guam,GUM,"Mar 27, 2020",49,
Guatemala,GTM,"Mar 15, 2020",1,
Guatemala,GTM,"Mar 16, 2020",1,
Guatemala,GTM,"Mar 17, 2020",6,
Guatemala,GTM,"Mar 18, 2020",6,
Guatemala,GTM,"Mar 19, 2020",8,
Guatemala,GTM,"Mar 20, 2020",9,
Guatemala,GTM,"Mar 21, 2020",13,
Guatemala,GTM,"Mar 22, 2020",17,
Guatemala,GTM,"Mar 23, 2020",19,
Guatemala,GTM,"Mar 24, 2020",20,
Guatemala,GTM,"Mar 25, 2020",21,
Guatemala,GTM,"Mar 26, 2020",24,
Guatemala,GTM,"Mar 27, 2020",25,
Guernsey,GGY,"Mar 20, 2020",1,
Guernsey,GGY,"Mar 21, 2020",1,
Guernsey,GGY,"Mar 22, 2020",1,
Guernsey,GGY,"Mar 23, 2020",17,
Guernsey,GGY,"Mar 24, 2020",20,
Guernsey,GGY,"Mar 25, 2020",23,
Guernsey,GGY,"Mar 26, 2020",30,
Guernsey,GGY,"Mar 27, 2020",34,
Guinea,GIN,"Mar 14, 2020",1,
Guinea,GIN,"Mar 15, 2020",1,
Guinea,GIN,"Mar 17, 2020",1,
Guinea,GIN,"Mar 18, 2020",1,
Guinea,GIN,"Mar 19, 2020",1,
Guinea,GIN,"Mar 20, 2020",1,
Guinea,GIN,"Mar 21, 2020",2,
Guinea,GIN,"Mar 22, 2020",2,
Guinea,GIN,"Mar 23, 2020",2,
Guinea,GIN,"Mar 24, 2020",2,
Guinea,GIN,"Mar 25, 2020",4,
Guinea,GIN,"Mar 26, 2020",4,
Guinea,GIN,"Mar 27, 2020",5,
Guinea-Bissau,GNB,"Mar 27, 2020",2,
Guyana,GUY,"Mar 13, 2020",1,
Guyana,GUY,"Mar 16, 2020",4,
Guyana,GUY,"Mar 17, 2020",4,
Guyana,GUY,"Mar 18, 2020",4,
Guyana,GUY,"Mar 19, 2020",5,
Guyana,GUY,"Mar 20, 2020",5,
Guyana,GUY,"Mar 21, 2020",5,
Guyana,GUY,"Mar 22, 2020",5,
Guyana,GUY,"Mar 23, 2020",5,
Guyana,GUY,"Mar 24, 2020",5,
Guyana,GUY,"Mar 25, 2020",5,
Guyana,GUY,"Mar 26, 2020",5,
Guyana,GUY,"Mar 27, 2020",5,
Haiti,HTI,"Mar 20, 2020",2,
Haiti,HTI,"Mar 21, 2020",2,
Haiti,HTI,"Mar 22, 2020",2,
Haiti,HTI,"Mar 23, 2020",2,
Haiti,HTI,"Mar 24, 2020",5,
Haiti,HTI,"Mar 25, 2020",7,
Haiti,HTI,"Mar 26, 2020",8,
Haiti,HTI,"Mar 27, 2020",8,
Honduras,HND,"Mar 12, 2020",2,
Honduras,HND,"Mar 14, 2020",3,
Honduras,HND,"Mar 16, 2020",6,
Honduras,HND,"Mar 17, 2020",8,
Honduras,HND,"Mar 18, 2020",9,
Honduras,HND,"Mar 19, 2020",12,
Honduras,HND,"Mar 20, 2020",24,
Honduras,HND,"Mar 21, 2020",24,
Honduras,HND,"Mar 22, 2020",26,
Honduras,HND,"Mar 23, 2020",27,
Honduras,HND,"Mar 24, 2020",30,
Honduras,HND,"Mar 25, 2020",36,
Honduras,HND,"Mar 26, 2020",52,
Honduras,HND,"Mar 27, 2020",67,
Hungary,HUN,"Mar 5, 2020",2,
Hungary,HUN,"Mar 7, 2020",4,
Hungary,HUN,"Mar 8, 2020",7,
Hungary,HUN,"Mar 9, 2020",8,
Hungary,HUN,"Mar 10, 2020",9,
Hungary,HUN,"Mar 11, 2020",12,
Hungary,HUN,"Mar 12, 2020",13,
Hungary,HUN,"Mar 13, 2020",16,
Hungary,HUN,"Mar 14, 2020",25,
Hungary,HUN,"Mar 15, 2020",31,
Hungary,HUN,"Mar 16, 2020",39,
Hungary,HUN,"Mar 17, 2020",50,
Hungary,HUN,"Mar 18, 2020",50,
Hungary,HUN,"Mar 19, 2020",73,
Hungary,HUN,"Mar 20, 2020",85,
Hungary,HUN,"Mar 21, 2020",103,0
Hungary,HUN,"Mar 22, 2020",131,1
Hungary,HUN,"Mar 23, 2020",167,2
Hungary,HUN,"Mar 24, 2020",187,3
Hungary,HUN,"Mar 25, 2020",226,4
Hungary,HUN,"Mar 26, 2020",261,5
Hungary,HUN,"Mar 27, 2020",300,6
Iceland,ISL,"Dec 31, 2019",0,
Iceland,ISL,"Jan 1, 2020",0,
Iceland,ISL,"Jan 2, 2020",0,
